"Provider_Number","HOSPITAL","ADDRESS","CITY","STATE",ZIP,"COUNTY","Readmit_2015","Readmit_2016","Readmit_2017","Readmit_2018","Readmit_2019","Readmit_2020"
"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD","ROSWELL","NM",88201,"CHAVES","0.24","0.56","0.41","0.44","0.70","0.44"
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","ALBUQUERQUE","NM",87102,"BERNALILLO","0.23","0.32","0.40","0.42","0.33","0.17"
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","1010 SPRUCE STREET","ESPANOLA","NM",87532,"RIO ARRIBA","0.61","1.16","0.21","0.03","No Penalty","0.09"
"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","SILVER CITY","NM",88061,"GRANT","No Penalty","0.01","0.01","0.05","No Penalty","0.03"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","ALBUQUERQUE","NM",87109,"BERNALILLO","0.51","0.35","No Penalty","0.27","2.53","2.07"
"320018","MEMORIAL MEDICAL CENTER","2450 SOUTH TELSHOR BLVD","LAS CRUCES","NM",88011,"DONA ANA","0.06","No Penalty","No Penalty","0.30","0.37","0.76"
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","ALBUQUERQUE","NM",87106,"BERNALILLO","0.02","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"320022","PLAINS REGIONAL MEDICAL CENTER","2100 N MARTIN LUTHER KING, JR, BLVD","CLOVIS","NM",88101,"CURRY","0.05","0.42","0.54","0.70","0.53","0.26"
"320030","ARTESIA GENERAL HOSPITAL","702 N 13TH STREET","ARTESIA","NM",88210,"EDDY","0.22","0.25","0.05","No Penalty","No Penalty","1.33"
"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","LOS ALAMOS","NM",87544,"LOS ALAMOS","0.18","0.04","0.65","0.75","0.88","0.15"
"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","1901 RED ROCK DRIVE","GALLUP","NM",87301,"MCKINLEY","0.33","No Penalty","0.08","0.01","0.26","0.16"
"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","SHIPROCK","NM",87420,"SAN JUAN","No Penalty","No Penalty","No Penalty","0.13","0.23","0.19"
"320060","ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","ROUTE 301 NORTH B STREET","ZUNI","NM",87327,"MCKINLEY","No Penalty","No Penalty","0.11","0.10","No Penalty","No Penalty"
"320061","GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD","GALLUP","NM",87301,"MCKINLEY","0.53","0.52","0.49","1.04","1.05","1.08"
"320062","CROWNPOINT HEALTHCARE FACILITY","JUNCTION OF HWY 371","CROWNPOINT","NM",87313,"MCKINLEY","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"320063","CARLSBAD MEDICAL CENTER","2430 WEST PIERCE STREET","CARLSBAD","NM",88220,"EDDY","No Penalty","0.10","0.17","0.24","0.22","0.17"
"320065","LEA REGIONAL MEDICAL CENTER","5419 N LOVINGTON HIGHWAY","HOBBS","NM",88240,"LEA","1.38","0.56","0.50","No Penalty","0.01","0.04"
"320067","GUADALUPE COUNTY HOSPITAL","117 CAMINO DE VIDA, SUITE 100","SANTA ROSA","NM",88435,"GUADALUPE","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"320070","DHHS USPHS INDIAN HEALTH SERVICES","EXIT #102 OFF I-40 1/2 MILE SOUTH","SAN FIDEL","NM",87049,"CIBOLA","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"320074","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW","ALBUQUERQUE","NM",87114,"BERNALILLO","0.05","0.06","0.53","0.13","1.14","0.09"
"320084","ROOSEVELT GENERAL HOSPITAL","42121 US HIGHWAY 70","PORTALES","NM",88130,"ROOSEVELT","0.21","0.28","0.20","0.14","0.77","0.73"
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","LAS CRUCES","NM",88011,"DONA ANA","1.06","1.28","1.42","1.52","1.10","0.47"
"320086","LOVELACE REGIONAL HOSPITAL - ROSWELL","117 EAST 19TH STREET","ROSWELL","NM",88201,"CHAVES","0.11","No Penalty","1.09","1.60","1.86","3.00"
"320089","UNM SANDOVAL REGIONAL MEDICAL CENTER","3001 BROADMOOR BLVD NE","RIO RANCHO","NM",87144,"SANDOVAL","No Penalty","No Penalty","0.36","1.42","No Penalty","0.80"
"330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","ALBANY","NY",12204,"ALBANY","0.90","0.09","No Penalty","No Penalty","No Penalty","0.16"
"330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY","KINGSTON","NY",12401,"ULSTER","1.44","2.07","2.23","2.23","1.84","1.48"
"330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","BUFFALO","NY",14210,"ERIE","0.30","0.06","No Penalty","0.29","0.55","0.47"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","YONKERS","NY",10701,"WESTCHESTER","0.74","0.52","0.41","0.94","0.50","0.39"
"330008","WYOMING COUNTY COMMUNITY HOSPITAL","400 NORTH MAIN STREET","WARSAW","NY",14569,"WYOMING","0.35","0.58","1.02","0.91","0.76","1.26"
"330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","BRONX","NY",10456,"BRONX","0.60","0.55","0.89","0.78","0.36","0.05"
"330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","NY",13905,"BROOME","1.77","1.89","2.98","1.25","0.84","0.38"
"330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE, MAIL CODE 34","ALBANY","NY",12208,"ALBANY","0.29","0.36","0.52","0.33","0.32","0.32"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","NY",11418,"QUEENS","1.33","1.13","1.70","0.93","0.37","0.11"
"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY",11229,"KINGS","1.16","1.09","1.87","1.90","1.46","1.39"
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY",12601,"DUTCHESS","1.16","1.12","2.20","2.63","2.63","2.65"
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY",10029,"NEW YORK","0.59","0.56","0.55","0.49","0.43","0.46"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NY",11554,"NASSAU","0.86","0.60","0.49","0.60","0.61","0.46"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY",10304,"RICHMOND","0.41","0.60","1.19","1.50","0.77","0.33"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY",14513,"WAYNE","0.77","0.86","2.58","2.34","1.68","1.79"
"330033","CHENANGO MEMORIAL HOSPITAL","179 NORTH BROAD STREET","NORWICH","NY",13815,"CHENANGO","1.03","1.27","0.64","0.93","0.77","1.06"
"330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","NY",11706,"SUFFOLK","0.45","0.62","1.09","0.62","0.13","0.23"
"330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","NY",13503,"ONEIDA","0.55","0.38","0.95","1.05","0.96","0.19"
"330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY",11743,"SUFFOLK","1.40","1.40","1.15","1.84","1.84","1.70"
"330046","MOUNT SINAI WEST","1000 TENTH AVENUE","NEW YORK","NY",10019,"NEW YORK","1.23","1.12","1.10","0.84","1.09","1.03"
"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY",12010,"MONTGOMERY","0.15","0.36","0.56","0.19","0.47","0.23"
"330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","NY",12572,"DUTCHESS","0.03","0.02","0.08","0.16","0.33","1.06"
"330055","NEW YORK-PRESBYTERIAN/QUEENS","56-45 MAIN STREET","FLUSHING","NY",11355,"QUEENS","1.07","0.60","1.39","1.08","0.92","0.68"
"330056","BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","NY",11201,"KINGS","0.48","0.59","1.67","1.78","1.23","0.68"
"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY",12208,"ALBANY","0.03","0.10","No Penalty","0.05","0.19","0.37"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","GENEVA","NY",14456,"ONTARIO","0.02","0.46","1.11","1.67","1.85","1.93"
"330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","NY",10467,"BRONX","0.81","1.00","0.99","1.26","0.81","0.93"
"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET","NIAGARA FALLS","NY",14302,"NIAGARA","0.46","0.26","0.11","0.17","0.16","0.17"
"330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","NY",14020,"GENESEE","0.87","0.89","1.00","0.82","1.34","0.84"
"330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","NY",14424,"ONTARIO","0.26","0.99","1.30","1.20","1.03","0.79"
"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY",14214,"ERIE","0.10","0.03","0.52","0.48","0.61","0.34"
"330079","ADIRONDACK MEDICAL CENTER - PHYSICIAN","2233 STATE ROUTE 86","SARANAC LAKE","NY",12983,"FRANKLIN","0.30","0.41","0.26","0.15","0.05","2.43"
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY",10451,"BRONX","0.48","0.57","0.75","1.04","0.66","0.23"
"330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","NY",12953,"FRANKLIN","0.76","0.69","0.50","0.41","No Penalty","0.31"
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","NY",13820,"OTSEGO","1.23","0.99","0.71","1.08","0.51","0.63"
"330086","MONTEFIORE MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","MOUNT VERNON","NY",10550,"WESTCHESTER","0.54","0.59","0.88","0.28","0.19","0.19"
"330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY",11944,"SUFFOLK","0.01","0.03","0.03","0.08","0.04","0.01"
"330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY",14905,"CHEMUNG","0.55","1.27","2.46","3.00","3.00","2.13"
"330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","NY",12534,"COLUMBIA","1.39","1.05","1.52","0.49","0.92","1.17"
"330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","WELLSVILLE","NY",14895,"ALLEGANY","0.19","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY",10065,"NEW YORK","0.50","0.29","0.34","0.20","0.20","0.39"
"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","NY",14217,"ERIE","0.07","0.11","0.15","0.05","0.11","0.15"
"330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","NY",14760,"CATTARAUGUS","0.61","0.43","0.20","0.04","0.01","0.88"
"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY",10960,"ROCKLAND","1.25","1.00","1.88","1.42","1.34","1.54"
"330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NY",11030,"NASSAU","0.55","0.39","0.74","1.20","1.66","1.43"
"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY",11901,"SUFFOLK","0.02","0.06","0.76","1.13","1.82","1.35"
"330108","ST JOSEPH'S HOSPITAL, INC","555 ST JOSEPH'S BLVD","ELMIRA","NY",14902,"CHEMUNG","1.24","1.05","2.81","0.94","No Penalty","No Penalty"
"330111","BERTRAND CHAFFEE HOSPITAL","224 EAST MAIN STREET","SPRINGVILLE","NY",14141,"ERIE","2.11","0.79","2.10","2.50","3.00","2.00"
"330115","ONEIDA HEALTH HOSPITAL","321 GENESEE STREET","ONEIDA","NY",13421,"MADISON","0.17","No Penalty","0.18","0.35","0.35","No Penalty"
"330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY",10021,"NEW YORK","0.43","0.48","0.76","0.36","0.18","0.17"
"330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY",14621,"MONROE","0.65","0.73","0.83","1.07","1.48","1.18"
"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY",10940,"ORANGE","2.34","1.96","2.97","2.46","2.93","2.07"
"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","NY",10461,"BRONX","0.27","0.44","0.38","0.23","No Penalty","0.15"
"330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","NY",11373,"QUEENS","0.73","0.46","1.14","0.93","0.76","0.61"
"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","NY",12771,"ORANGE","0.28","0.49","0.90","0.53","0.74","0.62"
"330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","NY",13326,"OTSEGO","0.91","0.71","0.72","0.05","0.25","0.18"
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","NY",13203,"ONONDAGA","0.72","0.56","1.31","0.86","1.14","1.39"
"330141","LONG ISLAND COMMUNITY HOSPITAL","101 HOSPITAL ROAD","PATCHOGUE","NY",11772,"SUFFOLK","1.56","1.51","1.54","0.62","0.26","0.60"
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","7571 STATE ROUTE 54","BATH","NY",14810,"STEUBEN","0.54","0.69","0.56","0.34","0.43","0.16"
"330151","ST JAMES MERCY HOSPITAL","411 CANISTEO STREET","HORNELL","NY",14843,"STEUBEN","0.05","No Penalty","No Penalty","0.01","0.01","No Penalty"
"330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY",12308,"SCHENECTADY","0.07","No Penalty","No Penalty","0.03","0.16","0.46"
"330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","NY",13601,"JEFFERSON","0.17","0.11","0.18","0.51","0.15","0.13"
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","NY",10901,"ROCKLAND","1.33","0.98","1.26","0.93","0.94","1.53"
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY",10305,"RICHMOND","0.52","0.46","0.57","0.60","0.71","0.86"
"330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY",10549,"WESTCHESTER","1.06","0.59","0.59","1.10","1.74","2.94"
"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY",14094,"NIAGARA","1.98","1.45","1.50","0.89","0.67","0.99"
"330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY",14620,"MONROE","0.25","0.07","No Penalty","0.52","0.01","No Penalty"
"330166","WESTFIELD MEMORIAL HOSPITAL, INC","189 EAST MAIN STREET","WESTFIELD","NY",14787,"CHAUTAUQUA","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"330167","NYU WINTHROP HOSPITAL","259 FIRST STREET","MINEOLA","NY",11501,"NASSAU","0.28","0.23","0.55","0.95","0.88","0.44"
"330169","MOUNT SINAI BETH ISRAEL","FIRST AVENUE AT 16TH STREET","NEW YORK","NY",10003,"NEW YORK","1.79","1.94","1.71","1.28","0.52","0.46"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","NY",13045,"CORTLAND","1.34","1.39","2.70","1.98","1.22","0.80"
"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY",12180,"RENSSELAER","0.05","0.48","0.64","0.36","0.20","0.05"
"330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY",11542,"NASSAU","1.43","1.51","1.10","1.23","1.63","1.76"
"330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NY",11576,"NASSAU","No Penalty","0.13","0.18","0.36","0.85","1.15"
"330184","MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE","NEW ROCHELLE","NY",10802,"WESTCHESTER","2.27","2.30","3.00","1.37","0.91","0.34"
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","NY",11777,"SUFFOLK","0.72","0.81","1.05","1.74","2.24","2.23"
"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NY",14092,"NIAGARA","0.16","0.42","0.18","0.09","0.10","0.55"
"330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","NY",12801,"WARREN","0.06","No Penalty","No Penalty","0.12","0.21","0.42"
"330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","NY",11355,"QUEENS","0.90","0.68","2.05","2.16","1.52","1.00"
"330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","NY",11219,"KINGS","0.58","0.64","1.15","1.27","0.85","1.01"
"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NY",11040,"NASSAU","0.54","1.00","1.44","1.85","1.76","1.53"
"330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","NY",11235,"KINGS","1.49","1.40","1.58","1.28","2.04","2.32"
"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","NY",13676,"ST. LAWRENCE","0.38","0.82","0.94","0.74","1.05","0.08"
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NY",11572,"NASSAU","0.98","0.79","0.73","0.85","0.81","1.05"
"330199","METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","NEW YORK","NY",10029,"NEW YORK","0.30","0.26","0.33","0.38","0.20","0.13"
"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","NY",11203,"KINGS","0.56","0.93","2.00","1.61","1.43","0.98"
"330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","NY",11203,"KINGS","0.39","0.53","0.98","0.57","0.41","0.29"
"330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","NY",13210,"ONONDAGA","0.36","0.45","1.06","1.74","1.60","1.19"
"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NY",10016,"NEW YORK","0.52","0.45","0.31","0.18","0.04","0.03"
"330205","ST ANTHONY COMMUNITY HOSPITAL","15 MAPLE AVENUE -19","WARWICK","NY",10990,"ORANGE","0.35","0.84","1.54","2.36","1.55","2.10"
"330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","YONKERS","NY",10701,"WESTCHESTER","1.86","2.03","2.57","2.28","1.82","1.43"
"330211","CLAXTON-HEPBURN MEDICAL CENTER","214 KING STREET","OGDENSBURG","NY",13669,"ST. LAWRENCE","0.09","0.01","0.12","0.01","No Penalty","No Penalty"
"330214","NYU LANGONE HOSPITALS","550 FIRST AVENUE","NEW YORK","NY",10016,"NEW YORK","0.42","0.09","0.19","0.09","0.16","0.05"
"330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","NY",13440,"ONEIDA","0.99","1.03","1.48","2.47","2.40","1.24"
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","NY",13126,"OSWEGO","2.08","1.93","2.97","2.12","1.65","0.72"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","BUFFALO","NY",14215,"ERIE","0.10","0.13","0.16","0.10","0.08","No Penalty"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY",11237,"KINGS","1.50","1.59","2.45","1.32","0.84","1.16"
"330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRINGS","NY",12866,"SARATOGA","0.61","0.01","0.24","0.40","0.83","0.25"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","NY",13662,"ST. LAWRENCE","0.67","0.74","0.42","0.99","1.93","2.37"
"330224","HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","105 MARY'S AVENUE","KINGSTON","NY",12401,"ULSTER","No Penalty","0.02","0.05","No Penalty","No Penalty","No Penalty"
"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","NY",14626,"MONROE","0.29","0.25","0.85","0.37","0.39","0.65"
"330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","DUNKIRK","NY",14048,"CHAUTAUQUA","0.36","0.51","1.07","0.56","0.34","0.20"
"330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","NY",11432,"QUEENS","0.85","0.67","3.00","2.49","2.09","0.98"
"330232","SAMARITAN HOSPITAL-ST MARY'S CAMPUS","1300 MASSACHUSETTS AVENUE","TROY","NY",12180,"RENSSELAER","0.19","0.34","0.10","0.09","No Penalty","No Penalty"
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","1 BROOKDALE PLAZA","BROOKLYN","NY",11212,"KINGS","0.55","0.93","0.92","0.49","0.06","0.21"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","NY",10595,"WESTCHESTER","0.51","0.28","0.34","0.83","0.76","0.74"
"330235","AUBURN  COMMUNITY  HOSPITAL","17 LANSING STREET","AUBURN","NY",13021,"CAYUGA","0.45","1.05","1.96","3.00","2.82","3.00"
"330236","NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","NY",11215,"KINGS","1.63","1.66","2.10","1.89","1.16","1.18"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","DANSVILLE","NY",14437,"LIVINGSTON","0.20","0.08","0.03","0.56","0.90","1.02"
"330239","UPMC CHAUTAUQUA WCA","207 FOOTE AVENUE","JAMESTOWN","NY",14701,"CHAUTAUQUA","0.32","0.34","0.81","1.29","0.69","1.10"
"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","NEW YORK","NY",10037,"NEW YORK","0.12","0.19","0.39","0.72","0.60","0.32"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY",13210,"ONONDAGA","0.49","0.61","0.90","0.74","0.41","0.35"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY",13501,"ONEIDA","0.72","0.37","0.01","0.11","0.06","0.76"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","NY",11777,"SUFFOLK","2.74","2.46","3.00","2.48","2.28","1.03"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY",12901,"CLINTON","0.58","0.54","0.63","1.02","1.25","0.35"
"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTRE","NY",11570,"NASSAU","0.90","0.85","1.35","1.51","1.38","1.13"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY",10591,"WESTCHESTER","0.14","0.16","0.31","0.52","0.32","0.59"
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY",12550,"ORANGE","1.13","0.56","1.45","1.39","1.73","1.54"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","NY",14432,"ONTARIO","0.15","0.17","0.55","0.45","0.36","0.20"
"330267","NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL","1980 CROMPOND ROAD","CORTLANDT MANOR","NY",10567,"WESTCHESTER","0.65","1.40","1.92","1.52","2.16","2.12"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","NEW YORK","NY",10021,"NEW YORK","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty","No Penalty"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY",10512,"PUTNAM","0.74","0.57","1.29","0.56","1.91","0.54"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","NY",12078,"FULTON","1.92","1.79","1.68","0.81","0.22","0.10"
"330277","CORNING HOSPITAL","1 GUTHRIE DRIVE","CORNING","NY",14830,"STEUBEN","1.02","1.31","1.60","1.01","0.67","1.10"
"330279","MERCY HOSPITAL OF BUFFALO","565 ABBOTT ROAD","BUFFALO","NY",14220,"ERIE","0.01","No Penalty","0.07","0.04","0.11","0.15"
"330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY",14642,"MONROE","0.14","0.06","0.24","0.32","0.59","0.65"
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY",11795,"SUFFOLK","0.83","1.06","1.76","2.21","2.23","2.30"
"330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY",10601,"WESTCHESTER","1.17","1.18","1.42","0.72","1.06","1.19"
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","NY",14850,"TOMPKINS","0.46","No Penalty","0.21","0.44","0.25","0.21"
"330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY",11803,"NASSAU","0.49","0.58","1.17","1.04","0.71","0.39"
"330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY",11714,"NASSAU","0.27","0.21","1.53","1.29","1.53","1.10"
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY",11203,"KINGS","1.90","1.75","2.07","1.30","0.90","0.81"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","BRONX","NY",10467,"BRONX","0.53","0.20","1.03","0.33","0.13","No Penalty"
