SUB,Subject,LOCATION,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
MIGFORPOP_T1B,Foreign population,NOR,Norway,2011,2011,PC,Percentage,0,Units,,,8.223,,
MIGFORPOP_T1B,Foreign population,NOR,Norway,2012,2012,PC,Percentage,0,Units,,,8.941,,
MIGFORPOP_T1B,Foreign population,NOR,Norway,2013,2013,PC,Percentage,0,Units,,,9.511,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,TUR,Turkey,2011,2011,PC,Percentage,0,Units,,,75.95959,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,TUR,Turkey,2012,2012,PC,Percentage,0,Units,,,73.93483,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,75.43015,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,TUR,Turkey,2014,2014,PC,Percentage,0,Units,,,74.53591,,
HOUSWEALTH_T1A,Financial asset of households: Currency and deposits,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,75.56131,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,TUR,Turkey,2011,2011,PC,Percentage,0,Units,,,2.038638,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,TUR,Turkey,2012,2012,PC,Percentage,0,Units,,,2.537297,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,2.648401,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,TUR,Turkey,2014,2014,PC,Percentage,0,Units,,,2.614977,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,2.2817,,
HOUSWEALTH_T1C,Financial asset of households: equity,TUR,Turkey,2011,2011,PC,Percentage,0,Units,,,11.13301,,
HOUSWEALTH_T1C,Financial asset of households: equity,TUR,Turkey,2012,2012,PC,Percentage,0,Units,,,12.41854,,
HOUSWEALTH_T1C,Financial asset of households: equity,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,10.92848,,
HOUSWEALTH_T1C,Financial asset of households: equity,TUR,Turkey,2014,2014,PC,Percentage,0,Units,,,11.28141,,
HOUSWEALTH_T1C,Financial asset of households: equity,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,9.817732,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,TUR,Turkey,2011,2011,PC,Percentage,0,Units,,,4.254647,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,TUR,Turkey,2012,2012,PC,Percentage,0,Units,,,3.560759,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,3.204857,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,TUR,Turkey,2014,2014,PC,Percentage,0,Units,,,2.962557,,
HOUSWEALTH_T1D,Financial asset of households:  investment funds shares,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,3.415041,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,TUR,Turkey,2011,2011,PC,Percentage,0,Units,,,4.23598,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,TUR,Turkey,2012,2012,PC,Percentage,0,Units,,,5.061217,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,5.302592,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,TUR,Turkey,2014,2014,PC,Percentage,0,Units,,,6.268885,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,6.560743,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,TUR,Turkey,2011,2011,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,TUR,Turkey,2012,2012,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,TUR,Turkey,2014,2014,PC,Percentage,0,Units,,,0,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,0,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,FIN,Finland,2011,2011,USD,US Dollar,0,Units,,,22494.877,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,FIN,Finland,2012,2012,USD,US Dollar,0,Units,,,23083.423,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,FIN,Finland,2013,2013,USD,US Dollar,0,Units,,,23909.893,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,FIN,Finland,2014,2014,USD,US Dollar,0,Units,,,23939.627,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,FIN,Finland,2015,2015,USD,US Dollar,0,Units,,,23902.519,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,GRC,Greece,2011,2011,USD,US Dollar,0,Units,,,42742.807,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,GRC,Greece,2012,2012,USD,US Dollar,0,Units,,,43896.269,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,GRC,Greece,2013,2013,USD,US Dollar,0,Units,,,47599.26,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,GRC,Greece,2014,2014,USD,US Dollar,0,Units,,,45607.543,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,GRC,Greece,2015,2015,USD,US Dollar,0,Units,,,43634.584,,
HOUSSAVE_T1,Household net saving rates,CHN,China (People's Republic of),2011,2011,PC,Percentage,0,Units,,,38.100694,,
HOUSSAVE_T1,Household net saving rates,CHN,China (People's Republic of),2012,2012,PC,Percentage,0,Units,,,38.110596,,
HOUSSAVE_T1,Household net saving rates,CHN,China (People's Republic of),2013,2013,PC,Percentage,0,Units,,,38.461279,,
HOUSSAVE_T1,Household net saving rates,CHN,China (People's Republic of),2014,2014,PC,Percentage,0,Units,,,37.986748,,
HOUSSAVE_T1,Household net saving rates,CHN,China (People's Republic of),2015,2015,PC,Percentage,0,Units,,,37.065377,,
TRADEGDP_T1A,International imports in goods and services,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,12.351892,,
TRADEGDP_T1A,International imports in goods and services,BRA,Brazil,2012,2012,PC,Percentage,0,Units,,,13.236735,,
TRADEGDP_T1A,International imports in goods and services,BRA,Brazil,2013,2013,PC,Percentage,0,Units,,,14.043727,,
TRADEGDP_T1A,International imports in goods and services,BRA,Brazil,2014,2014,PC,Percentage,0,Units,,,13.673463,,
TRADEGDP_T1A,International imports in goods and services,BRA,Brazil,2015,2015,PC,Percentage,0,Units,,,14.053435,,
TRADEGDP_T1B,International exports in goods and services,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,11.582513,,
TRADEGDP_T1B,International exports in goods and services,BRA,Brazil,2012,2012,PC,Percentage,0,Units,,,11.877539,,
TRADEGDP_T1B,International exports in goods and services,BRA,Brazil,2013,2013,PC,Percentage,0,Units,,,11.742231,,
TRADEGDP_T1B,International exports in goods and services,BRA,Brazil,2014,2014,PC,Percentage,0,Units,,,11.011943,,
TRADEGDP_T1B,International exports in goods and services,BRA,Brazil,2015,2015,PC,Percentage,0,Units,,,12.900191,,
EVOGDP_T1,Real GDP growth,BRA,Brazil,2011,2011,GRWH,Growth rate,0,Units,,,3.9744231,,
EVOGDP_T1,Real GDP growth,BRA,Brazil,2012,2012,GRWH,Growth rate,0,Units,,,1.921176,,
EVOGDP_T1,Real GDP growth,BRA,Brazil,2013,2013,GRWH,Growth rate,0,Units,,,3.0048227,,
EVOGDP_T1,Real GDP growth,BRA,Brazil,2014,2014,GRWH,Growth rate,0,Units,,,0.50395574,,
EVOGDP_T1,Real GDP growth,BRA,Brazil,2015,2015,GRWH,Growth rate,0,Units,,,-3.5457634,,
INVRATES_T1,Gross fixed capital formation,BRA,Brazil,2011,2011,GRWH,Growth rate,0,Units,,,6.834046,,
INVRATES_T1,Gross fixed capital formation,BRA,Brazil,2012,2012,GRWH,Growth rate,0,Units,,,0.778777,,
INVRATES_T1,Gross fixed capital formation,BRA,Brazil,2013,2013,GRWH,Growth rate,0,Units,,,5.827201,,
INVRATES_T1,Gross fixed capital formation,BRA,Brazil,2014,2014,GRWH,Growth rate,0,Units,,,-4.224069,,
INVRATES_T1,Gross fixed capital formation,BRA,Brazil,2015,2015,GRWH,Growth rate,0,Units,,,-13.9465,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,5.1075391,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2012,2012,PC,Percentage,0,Units,,,4.9018638,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2013,2013,PC,Percentage,0,Units,,,5.2767383,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2014,2014,PC,Percentage,0,Units,,,5.0269128,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2015,2015,PC,Percentage,0,Units,,,5.0230225,,
VALADDAC_T1B,Value added in industry; including energy,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,20.897679,,
VALADDAC_T1B,Value added in industry; including energy,BRA,Brazil,2012,2012,PC,Percentage,0,Units,,,19.550424,,
VALADDAC_T1B,Value added in industry; including energy,BRA,Brazil,2013,2013,PC,Percentage,0,Units,,,18.467925,,
VALADDAC_T1B,Value added in industry; including energy,BRA,Brazil,2014,2014,PC,Percentage,0,Units,,,17.61904,,
VALADDAC_T1B,Value added in industry; including energy,BRA,Brazil,2015,2015,PC,Percentage,0,Units,,,16.773389,,
VALADDAC_T1C,Value added in construction,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,6.2772866,,
VALADDAC_T1C,Value added in construction,BRA,Brazil,2012,2012,PC,Percentage,0,Units,,,6.4782663,,
VALADDAC_T1C,Value added in construction,BRA,Brazil,2013,2013,PC,Percentage,0,Units,,,6.38244,,
VALADDAC_T1C,Value added in construction,BRA,Brazil,2014,2014,PC,Percentage,0,Units,,,6.1725803,,
VALADDAC_T1C,Value added in construction,BRA,Brazil,2015,2015,PC,Percentage,0,Units,,,5.7416778,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,19.517823,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2012,2012,PC,Percentage,0,Units,,,20.165651,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2013,2013,PC,Percentage,0,Units,,,20.325511,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2014,2014,PC,Percentage,0,Units,,,20.69789,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2015,2015,PC,Percentage,0,Units,,,20.072112,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2011,2011,GRWH,Growth rate,0,Units,,,5.6386464,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2012,2012,GRWH,Growth rate,0,Units,,,-3.0822422,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2013,2013,GRWH,Growth rate,0,Units,,,8.361444,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2014,2014,GRWH,Growth rate,0,Units,,,2.7907945,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,BRA,Brazil,2015,2015,GRWH,Growth rate,0,Units,,,3.3143314,,
EVOVA_T1B,Real value added in industry; including energy,BRA,Brazil,2011,2011,GRWH,Growth rate,0,Units,,,2.8877087,,
EVOVA_T1B,Real value added in industry; including energy,BRA,Brazil,2012,2012,GRWH,Growth rate,0,Units,,,-1.8963588,,
EVOVA_T1B,Real value added in industry; including energy,BRA,Brazil,2013,2013,GRWH,Growth rate,0,Units,,,1.3943494,,
EVOVA_T1B,Real value added in industry; including energy,BRA,Brazil,2014,2014,GRWH,Growth rate,0,Units,,,-1.2895593,,
EVOVA_T1B,Real value added in industry; including energy,BRA,Brazil,2015,2015,GRWH,Growth rate,0,Units,,,-4.6253601,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2011,2011,GRWH,Growth rate,0,Units,,,3.3283288,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2012,2012,GRWH,Growth rate,0,Units,,,2.5836153,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2013,2013,GRWH,Growth rate,0,Units,,,2.7336568,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2014,2014,GRWH,Growth rate,0,Units,,,0.957783,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,BRA,Brazil,2015,2015,GRWH,Growth rate,0,Units,,,-6.542136,,
HOUSINC_T1,Real household disposable income,BRA,Brazil,2011,2011,GRWH,Growth rate,0,Units,,,5.3716267,,
HOUSINC_T1,Real household disposable income,BRA,Brazil,2012,2012,GRWH,Growth rate,0,Units,,,3.219521,,
HOUSINC_T1,Real household disposable income,BRA,Brazil,2013,2013,GRWH,Growth rate,0,Units,,,4.303035,,
HOUSINC_T1,Real household disposable income,BRA,Brazil,2014,2014,GRWH,Growth rate,0,Units,,,1.4748994,,
HOUSINC_T1,Real household disposable income,BRA,Brazil,2015,2015,GRWH,Growth rate,0,Units,,,-2.3092494,,
GOVDEFCT_T1,General government net lending,BRA,Brazil,2011,2011,PC,Percentage,0,Units,,,-2.5389466,,
GOVDEFCT_T1,General government net lending,BRA,Brazil,2012,2012,PC,Percentage,0,Units,,,-2.3179141,,
GOVDEFCT_T1,General government net lending,BRA,Brazil,2013,2013,PC,Percentage,0,Units,,,-3.3089386,,
GOVDEFCT_T1,General government net lending,BRA,Brazil,2014,2014,PC,Percentage,0,Units,,,-5.8771373,,
GOVDEFCT_T1,General government net lending,BRA,Brazil,2015,2015,PC,Percentage,0,Units,,,-7.7509591,,
GENGOVDISTRI_T1A,Structure of central government expenditures; general public services,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,35.98,,
GENGOVDISTRI_T1A,Structure of central government expenditures; general public services,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,36,,
GENGOVDISTRI_T1A,Structure of central government expenditures; general public services,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,34.79,,
GENGOVDISTRI_T1A,Structure of central government expenditures; general public services,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,35.42,,
GENGOVDISTRI_T1A,Structure of central government expenditures; general public services,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,35.32,,
GENGOVDISTRI_T1B,Structure of central government expenditures; defence,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,4.75,,
GENGOVDISTRI_T1B,Structure of central government expenditures; defence,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,4.99,,
GENGOVDISTRI_T1B,Structure of central government expenditures; defence,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,4.94,,
GENGOVDISTRI_T1B,Structure of central government expenditures; defence,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,5.27,,
GENGOVDISTRI_T1B,Structure of central government expenditures; defence,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,5.32,,
GENGOVDISTRI_T1C,Structure of central government expenditures; public order and safety,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,1.54,,
GENGOVDISTRI_T1C,Structure of central government expenditures; public order and safety,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,1.48,,
GENGOVDISTRI_T1C,Structure of central government expenditures; public order and safety,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,1.52,,
GENGOVDISTRI_T1C,Structure of central government expenditures; public order and safety,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,1.52,,
GENGOVDISTRI_T1C,Structure of central government expenditures; public order and safety,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,1.53,,
GENGOVDISTRI_T1D,Structure of central government expenditures; economic affairs,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,12.35,,
GENGOVDISTRI_T1D,Structure of central government expenditures; economic affairs,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,13.03,,
GENGOVDISTRI_T1D,Structure of central government expenditures; economic affairs,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,14.42,,
GENGOVDISTRI_T1D,Structure of central government expenditures; economic affairs,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,11.9,,
GENGOVDISTRI_T1D,Structure of central government expenditures; economic affairs,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,11.76,,
GENGOVDISTRI_T1E,Structure of central government expenditures; environmental protection,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,1.51,,
GENGOVDISTRI_T1E,Structure of central government expenditures; environmental protection,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,0.85,,
GENGOVDISTRI_T1E,Structure of central government expenditures; environmental protection,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,1.16,,
GENGOVDISTRI_T1E,Structure of central government expenditures; environmental protection,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,0.99,,
GENGOVDISTRI_T1E,Structure of central government expenditures; environmental protection,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,1.06,,
GENGOVDISTRI_T1F,Structure of central government expenditures; housing and community amenities,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,2.89,,
GENGOVDISTRI_T1F,Structure of central government expenditures; housing and community amenities,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,2.33,,
GENGOVDISTRI_T1F,Structure of central government expenditures; housing and community amenities,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,3.2,,
GENGOVDISTRI_T1F,Structure of central government expenditures; housing and community amenities,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,3.26,,
GENGOVDISTRI_T1F,Structure of central government expenditures; housing and community amenities,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,3.22,,
GENGOVDISTRI_T1G,Structure of central government expenditures; health,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,10.61,,
GENGOVDISTRI_T1G,Structure of central government expenditures; health,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,10.62,,
GENGOVDISTRI_T1G,Structure of central government expenditures; health,JPN,Japan,2013,2013,PC,Percentage,0,Units,,,10.65,,
GENGOVDISTRI_T1G,Structure of central government expenditures; health,JPN,Japan,2014,2014,PC,Percentage,0,Units,,,11.04,,
GENGOVDISTRI_T1G,Structure of central government expenditures; health,JPN,Japan,2015,2015,PC,Percentage,0,Units,,,11.11,,
GENGOVDISTRI_T1H,Structure of central government expenditures; recreation; culture and religion,JPN,Japan,2011,2011,PC,Percentage,0,Units,,,0.18,,
GENGOVDISTRI_T1H,Structure of central government expenditures; recreation; culture and religion,JPN,Japan,2012,2012,PC,Percentage,0,Units,,,0.17,,
